,tienda_id,empleados,publicidad,ubicacion,ventas
7609,20,14.0,5344.0,1,33484.0
7610,37,16.0,5898.0,2,40867.0
7612,18,29.0,5611.0,1,65800.0
7613,17,15.0,5546.0,3,29058.0
7614,9,19.0,5431.0,3,57914.0
7615,14,27.0,5334.0,3,50607.0
7616,49,9.0,5192.0,2,42534.0
7617,29,5.0,797.0,3,7595.0
7618,31,5.0,3557.0,2,22121.0
7619,4,11.0,6711.0,3,34506.0
7621,20,20.0,4154.0,1,33385.0
7622,47,25.0,3086.0,3,37619.0
7623,43,24.0,6433.0,1,44557.0
7624,44,28.0,5545.0,1,63202.0
7625,9,4.0,4755.0,2,33421.0
7629,15,3.0,1995.0,3,20872.0
7630,28,4.0,3349.0,2,8725.0
7631,37,14.0,2918.0,1,41901.0
7632,19,7.0,3835.0,1,20681.0
7634,26,8.0,6356.0,3,29747.0
7635,25,24.0,4836.0,1,53378.0
7636,26,16.0,2444.0,2,46845.0
7637,26,20.0,999.0,3,26805.0
7638,46,15.0,6692.0,2,58000.0
7639,28,7.0,6445.0,2,23291.0
7640,49,26.0,7141.0,1,62454.0
7641,18,17.0,4735.0,3,35185.0
7642,32,22.0,6336.0,1,47711.0
7644,2,22.0,5961.0,3,44415.0
7645,33,12.0,4040.0,3,12475.0
7646,42,18.0,3371.0,3,47043.0
7647,19,24.0,5463.0,1,46340.0
7648,17,14.0,5359.0,3,23389.0
7649,44,15.0,6823.0,3,30990.0
7650,33,15.0,2430.0,3,25707.0
7651,12,5.0,6854.0,2,45417.0
7652,49,16.0,5259.0,3,15873.0
7653,3,5.0,7135.0,1,22465.0
7654,43,2.0,7115.0,2,44519.0
7655,49,20.0,132.0,1,40788.0
7656,26,28.0,7097.0,2,69562.0
7657,35,25.0,7186.0,3,47967.0
7658,8,9.0,2483.0,2,28995.0
7659,36,22.0,1876.0,1,49902.0
7660,7,27.0,6549.0,2,63822.0
7661,46,9.0,5227.0,3,24089.0
7662,46,4.0,3715.0,3,19462.0
7664,16,11.0,5605.0,2,41952.0
7665,24,1.0,828.0,1,21148.0
7666,1,18.0,2964.0,1,49488.0
7667,49,29.0,7084.0,1,67014.0
7668,25,1.0,5071.0,3,21109.0
7669,10,8.0,3560.0,2,48405.0
7670,16,25.0,5904.0,3,35159.0
7671,16,16.0,3784.0,3,59604.0
7672,8,26.0,2505.0,3,47568.0
7673,29,28.0,7033.0,2,65195.0
7674,39,22.0,7335.0,3,45553.0
7675,28,18.0,5962.0,3,22012.0
7676,6,22.0,1930.0,3,41884.0
7677,16,9.0,8700.0,2,32528.0
7678,20,12.0,8632.0,2,45632.0
7679,16,19.0,7546.0,1,45985.0
7681,41,18.0,5182.0,3,18108.0
7682,14,27.0,5874.0,2,67936.0
7683,43,5.0,2716.0,2,29662.0
7684,26,27.0,3910.0,3,50551.0
7685,26,2.0,3827.0,1,11846.0
7686,14,7.0,6214.0,1,18902.0
7687,7,27.0,5494.0,3,47744.0
7688,33,10.0,3083.0,1,28857.0
7689,26,15.0,1814.0,1,40687.0
7690,45,25.0,5711.0,3,38967.0
7691,20,7.0,2873.0,1,30709.0
7692,3,28.0,2489.0,2,70529.0
7693,4,5.0,9192.0,3,25059.0
7696,2,28.0,1353.0,2,82588.0
7697,14,20.0,7421.0,1,39400.0
7698,44,15.0,5672.0,2,49453.0
7699,30,10.0,6540.0,2,40672.0
7700,49,24.0,3730.0,2,45601.0
7702,26,29.0,4521.0,2,75754.0
7704,33,14.0,3537.0,2,29061.0
7707,24,10.0,5818.0,3,37381.0
7708,34,17.0,5252.0,1,40662.0
7709,44,21.0,7437.0,2,37442.0
7710,26,14.0,3081.0,2,64108.0
7712,28,16.0,5954.0,2,37895.0
7713,48,13.0,5488.0,1,29797.0
7714,36,27.0,3226.0,3,45217.0
7715,40,9.0,3453.0,2,41493.0
7717,42,16.0,3994.0,3,25382.0
7718,9,10.0,7520.0,2,54127.0
7719,23,24.0,5271.0,3,62656.0
7720,15,22.0,6589.0,3,42776.0
7722,23,22.0,1316.0,3,55004.0
7723,17,23.0,4644.0,1,26270.0
7724,48,7.0,2443.0,3,8510.0
7725,2,16.0,5079.0,1,47856.0
7726,20,9.0,3313.0,1,40065.0
7727,20,27.0,5612.0,1,51794.0
7728,46,24.0,3434.0,1,71550.0
7729,3,29.0,6122.0,2,43951.0
7730,12,17.0,3238.0,3,44037.0
7731,40,20.0,1271.0,3,36880.0
7733,36,11.0,3462.0,3,33047.0
7735,16,7.0,3716.0,2,22602.0
7736,19,28.0,3354.0,3,50837.0
7740,6,7.0,5805.0,3,16013.0
7742,36,7.0,4828.0,2,17455.0
7743,22,6.0,1998.0,1,29929.0
7744,18,25.0,8446.0,2,50019.0
7745,12,9.0,4261.0,3,21730.0
7746,30,27.0,4157.0,1,35132.0
7747,40,13.0,4822.0,3,43419.0
7748,7,7.0,4477.0,3,16384.0
7749,32,8.0,1501.0,1,34377.0
7750,48,22.0,6149.0,2,79063.0
7751,19,17.0,3359.0,1,25298.0
7752,6,17.0,4352.0,1,32174.0
7753,20,16.0,8518.0,2,59534.0
7754,27,22.0,6888.0,1,42181.0
7756,37,8.0,3645.0,2,35941.0
7757,48,17.0,6460.0,1,17239.0
7758,7,13.0,5806.0,1,43581.0
7759,5,18.0,4890.0,2,49540.0
7762,3,22.0,3971.0,2,49147.0
7763,5,28.0,5272.0,2,58639.0
7765,37,2.0,3046.0,3,16387.0
7766,9,2.0,2822.0,1,15682.0
7767,15,27.0,10032.0,3,36143.0
7768,3,14.0,3279.0,2,46079.0
7769,29,16.0,8233.0,1,48861.0
7770,6,7.0,4893.0,3,24035.0
7771,17,21.0,4148.0,2,68065.0
7772,26,21.0,4346.0,1,38933.0
7773,21,24.0,4875.0,3,62577.0
7775,21,28.0,6512.0,3,60214.0
7778,8,14.0,5041.0,3,19221.0
7779,42,25.0,5265.0,1,44317.0
7780,24,4.0,7517.0,1,23912.0
7782,14,4.0,4012.0,3,6191.0
7783,14,18.0,3949.0,1,24910.0
7784,10,3.0,4888.0,3,14669.0
7785,12,1.0,5182.0,1,23600.0
7786,38,17.0,5876.0,3,38723.0
7787,44,7.0,1210.0,3,169.0
7788,46,16.0,5345.0,2,32214.0
7789,34,5.0,5491.0,2,32504.0
7790,41,19.0,5150.0,3,35231.0
7791,10,7.0,4644.0,1,21036.0
7792,17,14.0,-1839.0,3,21752.0
7793,17,2.0,6136.0,1,12927.0
7795,31,17.0,6227.0,2,61493.0
7796,1,16.0,7500.0,2,40657.0
7798,39,18.0,6166.0,3,37759.0
7799,4,15.0,2528.0,1,16691.0
7800,42,7.0,4915.0,2,27875.0
7801,13,27.0,4748.0,3,49399.0
7802,34,9.0,6512.0,2,60353.0
7803,42,6.0,6215.0,2,26720.0
7804,21,18.0,5524.0,3,30316.0
7805,22,18.0,1713.0,1,42501.0
7806,4,25.0,-29.0,3,41344.0
7807,18,26.0,6824.0,2,51842.0
7808,5,24.0,6492.0,2,43843.0
7809,19,14.0,3005.0,2,24790.0
7811,12,14.0,4581.0,1,24360.0
7812,17,25.0,7172.0,3,71936.0
7813,10,4.0,5167.0,3,9852.0
7814,34,4.0,6800.0,1,29154.0
7815,6,15.0,3772.0,1,23900.0
7816,8,15.0,5570.0,2,48855.0
7817,11,18.0,4174.0,3,49474.0
7818,12,14.0,3763.0,3,25512.0
7819,9,26.0,340.0,3,33416.0
7821,8,10.0,8499.0,2,39636.0
7824,10,10.0,6303.0,2,40229.0
7825,21,10.0,3970.0,1,40978.0
7827,48,24.0,7361.0,3,63900.0
7828,8,2.0,7150.0,2,16129.0
7829,36,29.0,5902.0,1,64667.0
7831,42,27.0,7178.0,1,54821.0
7832,12,8.0,3326.0,1,13851.0
7833,14,1.0,7841.0,2,51023.0
7834,48,1.0,8264.0,1,10759.0
7835,50,4.0,7362.0,1,28417.0
7836,21,7.0,5685.0,2,22191.0
7837,22,9.0,-94.0,3,15880.0
7839,44,5.0,8529.0,1,27796.0
7840,50,2.0,6874.0,3,4082.0
7841,30,28.0,5870.0,2,59545.0
7843,20,11.0,7048.0,2,41965.0
7844,24,18.0,1854.0,3,20353.0
7845,23,25.0,4658.0,3,42415.0
7846,7,25.0,8479.0,1,52823.0
7847,9,19.0,3391.0,3,41896.0
7848,1,13.0,6218.0,1,44604.0
7849,26,24.0,1485.0,1,53899.0
7850,38,11.0,3695.0,2,42851.0
7851,38,20.0,5358.0,3,42912.0
7852,44,19.0,5707.0,3,42836.0
7853,22,17.0,9134.0,1,52374.0
7854,44,5.0,3991.0,1,37611.0
7855,10,13.0,6188.0,1,24724.0
7856,6,27.0,6132.0,1,50923.0
7858,50,1.0,6911.0,3,2078.0
7860,24,8.0,4453.0,3,14145.0
7861,10,24.0,5389.0,2,61046.0
7862,8,29.0,3080.0,1,51180.0
7863,21,8.0,3228.0,2,38277.0
7865,21,6.0,6494.0,1,20743.0
7866,39,12.0,4332.0,1,14774.0
7869,18,16.0,6657.0,2,47455.0
7871,32,21.0,6722.0,2,58346.0
7872,12,25.0,6023.0,1,62832.0
7873,48,22.0,2286.0,3,42056.0
7874,42,10.0,4529.0,2,25268.0
7875,27,10.0,6272.0,3,44097.0
7876,10,10.0,1179.0,3,33832.0
7877,46,20.0,2929.0,1,42840.0
7878,42,29.0,1954.0,1,56611.0
7879,32,16.0,3844.0,2,49968.0
7880,42,1.0,7075.0,2,19453.0
7882,25,26.0,3989.0,2,72296.0
7883,11,21.0,7057.0,2,56280.0
7884,23,29.0,6326.0,3,60284.0
7885,34,14.0,7550.0,3,42473.0
7886,40,19.0,4822.0,1,44627.0
7887,23,21.0,6078.0,1,36054.0
7888,29,21.0,11743.0,3,52752.0
7889,31,17.0,4380.0,1,39567.0
7891,40,8.0,4682.0,2,46094.0
7892,33,21.0,4818.0,1,47724.0
7893,21,21.0,6116.0,1,44097.0
7894,2,9.0,5116.0,1,48313.0
7895,18,8.0,2270.0,3,13364.0
7896,47,13.0,5036.0,3,19100.0
7897,33,17.0,3947.0,2,50222.0
7900,20,7.0,3936.0,2,47736.0
7903,18,5.0,5997.0,2,33170.0
7904,46,25.0,4373.0,1,50888.0
7906,8,26.0,3896.0,1,72657.0
7907,30,2.0,3627.0,1,15904.0
7909,10,25.0,5180.0,3,47051.0
7911,49,22.0,5877.0,3,47215.0
7913,2,5.0,2749.0,3,5585.0
7915,36,3.0,3751.0,2,31995.0
7917,47,6.0,5338.0,3,12005.0
7918,13,15.0,6251.0,2,50420.0
7919,40,15.0,6333.0,2,45134.0
7921,4,16.0,2869.0,3,29406.0
7923,19,13.0,6734.0,2,60991.0
7924,18,12.0,4534.0,3,17189.0
7925,37,10.0,6181.0,3,17137.0
7926,30,14.0,4945.0,2,51737.0
7927,19,2.0,1893.0,1,17612.0
7928,23,29.0,2063.0,3,56757.0
7929,16,3.0,8124.0,2,36030.0
7931,12,11.0,3724.0,1,36178.0
7932,24,11.0,6835.0,3,20537.0
7933,34,25.0,2614.0,2,70128.0
7934,8,22.0,3632.0,1,35925.0
7936,48,26.0,4315.0,1,44803.0
7937,5,14.0,3058.0,2,46548.0
7938,26,9.0,4612.0,1,26669.0
7941,19,21.0,3683.0,1,43914.0
7942,29,10.0,6892.0,1,25693.0
7944,26,29.0,6910.0,1,45077.0
7945,40,9.0,2753.0,3,12687.0
7946,12,29.0,2806.0,3,47524.0
7947,2,5.0,5873.0,1,36844.0
7949,44,11.0,2550.0,3,12615.0
7950,28,1.0,5572.0,2,7753.0
7951,18,21.0,5197.0,2,60669.0
7952,13,10.0,7955.0,3,24229.0
7953,37,1.0,4129.0,2,11861.0
7954,22,26.0,7773.0,1,54932.0
7955,12,22.0,7860.0,1,43454.0
7957,37,28.0,5708.0,3,44861.0
7959,26,5.0,4495.0,3,17818.0
7960,26,17.0,5492.0,2,45944.0
7961,24,22.0,3420.0,2,53166.0
7962,12,26.0,1809.0,2,63379.0
7963,16,21.0,3936.0,1,41967.0
7964,23,6.0,7361.0,1,15632.0
7965,40,16.0,4593.0,3,38983.0
7966,9,11.0,4953.0,3,35377.0
7967,32,10.0,6585.0,2,50539.0
7968,15,15.0,1805.0,2,42341.0
7969,37,7.0,5878.0,2,46120.0
7970,13,23.0,8339.0,3,49325.0
7971,5,2.0,5183.0,2,24219.0
7972,11,12.0,1154.0,3,18313.0
7973,10,19.0,4847.0,3,46584.0
7974,13,12.0,6220.0,1,16147.0
7975,41,16.0,5224.0,1,52066.0
7977,50,3.0,5785.0,2,23157.0
7978,15,2.0,3135.0,3,3359.0
7979,42,20.0,3385.0,3,33275.0
7983,32,25.0,9112.0,1,49380.0
7984,35,3.0,153.0,3,12762.0
7985,15,3.0,1586.0,1,43205.0
7986,48,22.0,6107.0,1,75220.0
7987,36,5.0,5935.0,2,42759.0
7988,21,22.0,4855.0,1,39139.0
7990,1,11.0,6135.0,3,18966.0
7991,4,3.0,5000.0,1,16211.0
7992,11,13.0,5536.0,1,47585.0
7993,44,21.0,-1281.0,1,38034.0
7994,26,8.0,4733.0,3,17958.0
7995,37,20.0,4904.0,3,33865.0
7996,23,10.0,8825.0,1,23888.0
7997,29,2.0,3348.0,3,8059.0
7998,21,4.0,4928.0,3,22346.0
7999,48,18.0,7847.0,2,60046.0
8000,45,19.0,6120.0,1,46334.0
8001,45,4.0,5050.0,2,41803.0
8002,49,20.0,6924.0,1,28293.0
8003,27,26.0,3414.0,1,52256.0
8004,39,9.0,8450.0,2,33170.0
8006,13,26.0,1748.0,1,47837.0
8007,23,6.0,3789.0,2,39447.0
8008,16,25.0,684.0,2,68019.0
8009,30,4.0,6591.0,3,12539.0
8010,4,9.0,6127.0,1,37697.0
8012,16,13.0,7400.0,1,43317.0
8013,31,9.0,4832.0,3,17144.0
8014,42,6.0,10246.0,1,12890.0
8015,25,21.0,2601.0,3,59964.0
8017,12,14.0,4205.0,3,39407.0
8018,26,21.0,3645.0,2,49769.0
8019,37,15.0,4653.0,1,57200.0
8020,48,3.0,5734.0,2,24104.0
8023,9,18.0,6213.0,3,20987.0
8024,12,14.0,7902.0,3,44383.0
8025,5,16.0,2597.0,2,45824.0
8026,28,14.0,1885.0,1,39584.0
8027,35,9.0,4864.0,3,18911.0
8028,5,15.0,3412.0,2,61589.0
8030,46,14.0,2864.0,2,43662.0
8031,34,6.0,3900.0,2,41474.0
8032,13,21.0,4335.0,3,31763.0
8035,45,8.0,2717.0,1,20154.0
8036,48,2.0,608.0,1,39731.0
8039,42,26.0,4916.0,2,66625.0
8040,38,17.0,4831.0,3,18707.0
8042,33,5.0,4194.0,2,40078.0
8044,41,20.0,6289.0,3,43636.0
8045,8,16.0,5438.0,3,23316.0
8046,37,7.0,6351.0,2,24702.0
8047,10,7.0,1584.0,1,44579.0
8049,15,18.0,5459.0,2,50511.0
8050,38,2.0,4668.0,3,3953.0
8052,5,14.0,5922.0,1,39753.0
8053,29,18.0,5245.0,3,55542.0
8054,19,29.0,4894.0,2,60427.0
8055,10,9.0,4343.0,3,23965.0
8056,12,14.0,4421.0,2,46024.0
8057,4,5.0,3469.0,1,36931.0
8058,31,11.0,4048.0,1,32545.0
8059,18,8.0,3121.0,2,20535.0
8061,40,29.0,5728.0,3,54792.0
8062,36,11.0,6639.0,1,23139.0
8063,25,5.0,4897.0,3,27018.0
8064,23,17.0,4842.0,1,36245.0
8065,12,22.0,5287.0,1,50564.0
8066,34,4.0,6966.0,3,18017.0
8067,36,15.0,4550.0,1,33153.0
8068,37,19.0,5925.0,3,30123.0
8069,3,22.0,5741.0,3,48188.0
8070,9,2.0,3752.0,1,3799.0
8071,18,24.0,6413.0,1,60414.0
8072,43,17.0,855.0,3,22644.0
8073,35,12.0,7123.0,2,32049.0
8074,34,25.0,2611.0,1,63612.0
8076,14,17.0,6657.0,2,31783.0
8077,4,10.0,4145.0,2,38188.0
8078,29,28.0,5468.0,1,62487.0
8079,41,25.0,6690.0,1,59238.0
8080,45,18.0,8696.0,1,36219.0
8081,50,19.0,4969.0,2,46154.0
8082,15,18.0,5359.0,1,42918.0
8083,28,13.0,5080.0,2,53949.0
8084,42,14.0,4557.0,2,31493.0
8085,16,24.0,2308.0,3,30265.0
8086,12,16.0,2758.0,2,59914.0
8087,5,18.0,4971.0,3,48153.0
8088,34,26.0,5682.0,2,54122.0
8089,42,18.0,7522.0,2,49142.0
8090,1,16.0,4580.0,3,53743.0
8092,32,7.0,2590.0,3,17078.0
8093,26,12.0,5420.0,3,38761.0
8094,17,2.0,4465.0,3,6747.0
8095,48,10.0,2374.0,3,23476.0
8096,27,5.0,1613.0,3,10691.0
8097,24,21.0,4130.0,2,61880.0
8098,35,3.0,4280.0,2,34945.0
8099,46,19.0,3223.0,3,38309.0
8100,42,13.0,6523.0,1,39759.0
8101,39,12.0,4188.0,3,37717.0
8102,26,3.0,3026.0,1,21583.0
8103,49,6.0,4527.0,2,34877.0
8104,38,14.0,3737.0,2,48256.0
8105,23,4.0,8293.0,1,34756.0
8106,22,13.0,4369.0,2,33753.0
8107,4,19.0,3164.0,3,40189.0
8108,49,18.0,8290.0,1,24762.0
8109,9,29.0,6450.0,1,55831.0
8110,4,3.0,5212.0,2,47519.0
8111,7,20.0,3407.0,1,34821.0
8112,23,6.0,6533.0,1,7911.0
8115,24,24.0,5500.0,1,49085.0
8116,40,3.0,6980.0,1,10020.0
8117,31,12.0,279.0,3,35301.0
8119,31,19.0,3000.0,1,29333.0
8120,47,24.0,2764.0,2,55994.0
8122,48,1.0,4409.0,2,21931.0
8124,34,13.0,2793.0,3,31435.0
8125,24,26.0,3077.0,1,55287.0
8126,49,29.0,6731.0,2,82211.0
8127,26,13.0,4866.0,2,39474.0
8128,16,2.0,6662.0,2,32746.0
8129,47,19.0,10329.0,1,49228.0
8132,27,16.0,4725.0,2,53799.0
8133,4,12.0,8758.0,2,50509.0
8135,30,9.0,3707.0,1,3670.0
8136,44,17.0,4391.0,1,24057.0
8137,30,10.0,6550.0,1,32373.0
8138,36,18.0,5959.0,1,42925.0
8139,3,19.0,6571.0,2,43589.0
8140,22,7.0,4521.0,2,30767.0
8141,49,25.0,5777.0,1,43856.0
8142,22,19.0,4389.0,1,47888.0
8143,50,24.0,7786.0,2,53312.0
8144,50,15.0,1947.0,1,36204.0
8145,49,9.0,1953.0,3,30313.0
8148,4,20.0,1946.0,2,43943.0
8150,44,4.0,7137.0,2,32112.0
8152,23,4.0,4514.0,2,45672.0
8153,20,5.0,5112.0,2,19026.0
8154,15,9.0,8196.0,2,26565.0
8155,23,12.0,5232.0,1,32799.0
8156,28,23.0,4777.0,1,47091.0
8157,16,8.0,3724.0,1,38692.0
8158,37,21.0,6197.0,3,38719.0
8159,21,5.0,4871.0,2,28546.0
8160,15,29.0,8304.0,1,66619.0
8161,17,11.0,4678.0,1,39717.0
8162,50,23.0,7015.0,1,30664.0
8164,13,13.0,3558.0,2,63897.0
8165,19,14.0,1346.0,3,20843.0
8167,45,8.0,4923.0,2,46135.0
8168,18,25.0,6279.0,3,52385.0
8169,14,18.0,8392.0,1,33205.0
8170,36,19.0,3306.0,3,35470.0
8172,20,12.0,3425.0,3,15051.0
8175,44,7.0,6768.0,3,38773.0
8176,7,28.0,5098.0,2,75316.0
8177,44,18.0,1858.0,2,47066.0
8178,4,12.0,4286.0,1,21287.0
8179,34,14.0,5250.0,2,59172.0
8180,2,15.0,6925.0,1,44298.0
8181,5,16.0,6592.0,2,57271.0
8182,10,2.0,4309.0,2,32180.0
8184,42,12.0,6188.0,3,12712.0
8186,13,13.0,6710.0,1,26149.0
8187,39,20.0,3682.0,1,46586.0
8188,5,17.0,8102.0,2,47408.0
8189,10,18.0,5470.0,2,62658.0
8190,10,3.0,1080.0,2,25197.0
8191,38,23.0,6280.0,1,72711.0
8192,27,10.0,5509.0,3,41544.0
8193,21,1.0,5972.0,3,12669.0
8195,1,3.0,4477.0,1,24971.0
8196,28,19.0,1895.0,3,23883.0
8197,49,4.0,7535.0,2,22282.0
8198,39,29.0,1440.0,1,50711.0
8199,14,20.0,3507.0,3,33676.0
8200,21,23.0,5084.0,3,49093.0
8201,30,3.0,3202.0,3,15335.0
8202,21,8.0,4872.0,2,25805.0
8203,49,8.0,4728.0,3,17825.0
8204,9,27.0,8071.0,3,38358.0
8205,17,29.0,156.0,3,52643.0
8208,40,21.0,3874.0,1,38139.0
8209,38,6.0,6360.0,3,24542.0
8211,19,16.0,5685.0,2,40048.0
8214,33,13.0,3248.0,3,16634.0
8215,13,10.0,7772.0,2,47105.0
8216,14,21.0,3701.0,1,69028.0
8217,33,14.0,7061.0,3,26933.0
8218,29,9.0,5203.0,2,25377.0
8219,43,11.0,1651.0,1,28375.0
8220,49,23.0,4289.0,1,34113.0
8221,36,18.0,8404.0,3,36135.0
8223,10,17.0,4129.0,2,55725.0
8225,6,3.0,5563.0,1,3161.0
8226,1,11.0,8285.0,2,46945.0
8227,7,18.0,4841.0,1,46297.0
8228,27,27.0,4416.0,2,42561.0
8229,21,3.0,6976.0,1,35288.0
8231,16,15.0,6115.0,1,30676.0
8233,23,11.0,7342.0,1,12664.0
8234,20,28.0,6964.0,2,74613.0
8235,38,28.0,7703.0,3,44699.0
8236,25,25.0,2280.0,1,45764.0
8237,28,20.0,2674.0,3,36040.0
8239,21,25.0,4521.0,1,55790.0
8240,18,11.0,2334.0,3,19771.0
8241,47,19.0,6274.0,3,32626.0
8243,29,1.0,7511.0,1,16653.0
8244,19,27.0,9197.0,1,55439.0
8246,1,10.0,3465.0,2,35067.0
8247,45,10.0,6494.0,3,9542.0
8248,3,14.0,5193.0,1,34578.0
8249,42,2.0,5739.0,1,17373.0
8251,35,2.0,4456.0,1,6530.0
8252,41,18.0,2868.0,1,31295.0
8253,40,13.0,2539.0,1,47923.0
8255,25,5.0,4296.0,1,26028.0
8258,45,11.0,7777.0,3,26682.0
8259,20,26.0,3597.0,3,53005.0
8261,45,6.0,1373.0,2,10136.0
8262,34,23.0,5006.0,3,21172.0
8263,21,28.0,6769.0,3,63951.0
8264,48,10.0,3586.0,3,22726.0
8265,23,22.0,2039.0,1,50702.0
8266,6,23.0,8771.0,2,63833.0
8268,49,22.0,4775.0,1,44261.0
8269,23,11.0,4067.0,2,22783.0
8270,9,19.0,2333.0,3,44824.0
8272,2,24.0,1502.0,1,54607.0
8273,19,4.0,7248.0,3,29705.0
8274,19,26.0,5536.0,2,59865.0
8275,7,24.0,4462.0,3,37155.0
8277,42,14.0,5908.0,3,43402.0
8279,9,20.0,5353.0,1,44489.0
8280,17,4.0,3223.0,2,36628.0
8282,47,14.0,6233.0,3,41717.0
8283,2,26.0,9874.0,1,41548.0
8284,36,4.0,6132.0,3,26778.0
8285,19,6.0,4905.0,1,16681.0
8287,5,21.0,4269.0,3,36647.0
8288,39,12.0,4206.0,3,17975.0
8289,18,29.0,5397.0,2,66176.0
8290,7,26.0,227.0,1,33982.0
8291,17,8.0,-120.0,2,30672.0
8292,39,24.0,5902.0,2,54972.0
8294,40,27.0,3028.0,1,54660.0
8295,45,26.0,2973.0,2,63660.0
8296,4,25.0,3884.0,3,43326.0
8297,38,25.0,4163.0,1,63305.0
8298,25,5.0,7846.0,1,28629.0
8299,5,6.0,2859.0,2,46418.0
8300,30,5.0,6527.0,3,28264.0
8301,12,19.0,6180.0,2,49592.0
8302,4,27.0,4581.0,1,61460.0
8303,24,8.0,6529.0,2,45364.0
8306,4,4.0,3813.0,3,615.0
8307,24,25.0,5775.0,3,46827.0
8308,14,9.0,3804.0,1,27654.0
8309,5,7.0,6221.0,3,21186.0
8310,18,8.0,7325.0,3,34333.0
8312,19,19.0,3788.0,1,42891.0
8313,12,15.0,3560.0,3,29652.0
8314,18,5.0,4271.0,2,37752.0
8315,17,19.0,4131.0,2,69906.0
8317,24,6.0,3827.0,2,37623.0
8318,11,27.0,4648.0,2,54020.0
8319,35,19.0,6559.0,1,28311.0
8320,23,25.0,4340.0,3,48529.0
8321,17,28.0,4111.0,1,53423.0
8322,1,17.0,6742.0,3,40496.0
8323,15,10.0,7320.0,2,34726.0
8325,9,11.0,8321.0,1,21195.0
8326,15,15.0,5331.0,2,44804.0
8327,28,10.0,6752.0,2,36488.0
8328,24,11.0,8910.0,3,39604.0
8329,35,23.0,3742.0,3,40182.0
8332,19,18.0,4678.0,1,32852.0
8336,1,26.0,5049.0,2,58414.0
8337,21,29.0,5326.0,2,66867.0
8338,49,22.0,7169.0,2,60916.0
8339,45,18.0,7360.0,2,55619.0
8340,1,25.0,4365.0,3,56423.0
8341,10,15.0,9215.0,2,69084.0
8342,47,7.0,2852.0,2,24771.0
8345,22,23.0,2657.0,3,44929.0
8346,18,20.0,6516.0,3,51316.0
8347,48,29.0,8364.0,1,76467.0
8348,46,10.0,8446.0,3,35503.0
8349,32,13.0,1230.0,3,28637.0
8350,27,15.0,6713.0,3,43133.0
8351,28,23.0,8054.0,1,42529.0
8354,49,4.0,5336.0,2,41906.0
8355,29,20.0,3096.0,3,34520.0
8356,18,17.0,6494.0,2,48791.0
8357,44,28.0,2072.0,1,33833.0
8358,8,3.0,6370.0,2,53479.0
8360,34,21.0,5726.0,3,13668.0
8361,7,2.0,4493.0,2,28265.0
8363,18,1.0,6893.0,3,9714.0
8364,38,15.0,8052.0,1,29839.0
8366,9,1.0,5373.0,2,33629.0
8367,46,6.0,2827.0,3,21522.0
8368,8,7.0,4078.0,3,11120.0
8370,18,12.0,2481.0,1,26480.0
8372,14,7.0,5206.0,1,30918.0
8373,28,19.0,3906.0,3,32676.0
8374,30,13.0,4883.0,2,33906.0
8375,4,26.0,7392.0,2,69145.0
8376,39,12.0,7055.0,3,52410.0
8377,20,12.0,6116.0,3,20024.0
8380,12,28.0,2818.0,3,56817.0
8381,2,14.0,4825.0,2,50517.0
8383,14,12.0,7326.0,2,39499.0
8386,23,27.0,6254.0,1,72855.0
8387,48,6.0,4518.0,2,39643.0
8388,20,27.0,6492.0,3,49759.0
8389,38,10.0,7452.0,1,34949.0
8390,4,20.0,6701.0,3,58427.0
8391,15,29.0,2892.0,3,55952.0
8392,24,24.0,4443.0,3,27371.0
8396,31,9.0,5626.0,2,24573.0
8397,12,25.0,4092.0,1,54642.0
8398,42,12.0,3967.0,3,36427.0
8399,5,5.0,3609.0,3,15546.0
8401,50,22.0,6649.0,1,53918.0
8402,42,15.0,3672.0,1,27173.0
8403,38,8.0,7938.0,2,43050.0
8404,12,1.0,4226.0,1,5024.0
8405,39,18.0,3406.0,2,48697.0
8406,18,13.0,5954.0,1,28498.0
8407,2,29.0,2600.0,3,59333.0
8409,15,5.0,3093.0,3,20648.0
8411,44,16.0,6499.0,2,53558.0
8412,17,26.0,2407.0,1,71013.0
8413,4,10.0,5737.0,3,37832.0
8415,41,1.0,7889.0,2,22469.0
8416,31,23.0,4016.0,2,55626.0
8417,39,8.0,4174.0,2,32915.0
8418,34,5.0,9072.0,2,26487.0
8421,38,17.0,7293.0,1,43509.0
8422,45,7.0,5494.0,1,7801.0
8423,34,17.0,5032.0,1,23797.0
8424,44,28.0,9966.0,2,64560.0
8425,15,6.0,7149.0,2,40798.0
8426,14,29.0,8773.0,1,65298.0
8427,6,22.0,2875.0,1,55375.0
8428,50,15.0,8595.0,1,32368.0
8429,37,5.0,4687.0,3,23106.0
8430,50,15.0,4661.0,3,46531.0
8431,32,18.0,5779.0,2,60889.0
8432,3,18.0,6024.0,3,23895.0
8433,3,25.0,7110.0,1,64266.0
8434,22,21.0,6766.0,1,50175.0
8435,22,21.0,3693.0,2,58995.0
8437,3,6.0,4617.0,3,20159.0
8438,12,2.0,4973.0,1,23290.0
8439,29,27.0,5178.0,2,65580.0
8440,48,17.0,7733.0,2,49253.0
8441,17,21.0,5368.0,3,44440.0
8442,7,4.0,10274.0,2,29847.0
8443,13,12.0,7891.0,3,30767.0
8444,2,19.0,4397.0,1,39000.0
